,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,RestaurantsAttire,BusinessParking,Alcohol,WiFi,OutdoorSeating,RestaurantsPriceRange2,GoodForKids,BusinessAcceptsCreditCards,NoiseLevel,RestaurantsTakeOut,RestaurantsReservations,Caters,BikeParking,RestaurantsGoodForGroups,HasTV,Ambience,RestaurantsDelivery,year,preparedText,review_id,user_id,business_id,date,address,attributes,hours,DriveThru,RestaurantsTableService,GoodForMeal,BYOBCorkage,Topic0,Topic1,Topic2,Topic3,Topic4
10,10,3,0,0,0,"If you're planning on stopping at this location on your way to work and having breakfast, GOOD LUCK. Every time I get there. The drive through window has a sign on it asking for one Dollar bills, OR if you're real lucky their system is down and won't take debit cards, Or someone orders a crave case and their not ready to handle the order, causing everyone in line to be late for work . They definitely have consistency down. ( Bad Service) I've tried several locations on Stringtown road and they all have the same problem.  3rd Shift staff are incompetent. Well time to go I've spent the time writing this review instead of enjoying my breakfast. Thanks again White Castle",White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2018.0,"'re plan stop locat way work breakfast , good luck . everi time get . drive window sign ask one dollar bill , 're real lucki system wo n't take debit card , someon order crave case readi handl order , caus everyon line late work . definit consist . ( bad servic ) 've tri sever locat stringtown road problem . 3rd shift staff incompet . well time go 've spent time write review instead enjoy breakfast . thank white castl",,,,,,,,,,,,0.6493158787053416,0.03525625722569799,0.28692957475873204,0.002993678563214204,0.02550461074701435
11,11,4,0,0,0,"Great for the immediate small meal.
Great price.
A quality crab cake for $1.86

Great.
Out did the Live Casino Phillips crab cake in Baltimore! And theirs were $14",White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2018.0,great immedi small meal . great price . qualiti crab cake $ 1.86 great . live casino phillip crab cake baltimor ! $ 14,,,,,,,,,,,,0.010688740288699332,0.25987313533912537,0.010876919671276351,0.6295864156824323,0.08897478901846659
12,12,5,0,0,0,"Its a chain. Only thing about White Castle is, you either love them or hate them. I love these sliders!! So yeah I get 'em every time I see a store.",White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2014.0,"chain . thing white castl , either love hate . love slider ! ! yeah get 'em everi time see store .",,,,,,,,,,,,0.011994580819421261,0.01224111451631321,0.482688268216593,0.17959111212563075,0.3134849243220417
13,0,2,0,0,0,"for 2 bac cbr's, loaded fries and l diet.. $7.47

come on people you can goto Wendy's and get a better deal!!!

loaded fries no value for the money!!!!  by far any flavor hell ur licky if you get an 1/8 of a lb out of there burgers..",White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2015.0,"2 bac cbr 's , load fri l diet .. $ 7.47 come peopl goto wendi 's get better deal ! ! ! load fri valu money ! ! ! ! far flavor hell ur licki get 1/8 lb burger ..",,,,,,,,,,,,0.27472502153682743,0.1912530813745077,0.10775708149412155,0.33583459857067904,0.09043021702386417
14,1,3,0,0,0,"Freeway convenient for a quick morning meal on the way out of town. The service was slow with the staff concentrating on the drive-thru and not acknowledging the restaurant customers. We finally decided to just order on the app rather than wait for someone to take our order. Just as well that we did, since there were breakfast offers available online that weren't advertised in the store. The jalapeño cheese paired nicely with the waffle for a ""sweet and spicy"" breakfast sandwich. The regular size hash browns are plenty for sharing. Nothing special, but we don't have White Castle at home so it was a change for a quick breakfast.",White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2019.0,"freeway conveni quick morn meal way town . servic slow staff concentr drive-thru acknowledg restaur custom . final decid order app rather wait someon take order . well , sinc breakfast offer avail onlin n't advertis store . jalapeño chees pair nice waffl `` sweet spici '' breakfast sandwich . regular size hash brown plenti share . noth special , n't white castl home chang quick breakfast .",,,,,,,,,,,,0.3338178759621698,0.003663647974769951,0.014467064985424043,0.5519422423116384,0.09610916876599775
15,2,5,0,0,0,"July 2020 was the first time this Sweet Georgia Peach ever had a White Castle burger. Now it is very similar to Kyrstal's in GA. Yet it was some how better.

The workers were nice and patient with me because I don't eat at Krystal's that often so I wasn't sure what to order. I opted for a 10 or maybe 12 of the small burgers. I ate four or five of these and everything was made when you place your order. It was all delicious.",White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2020.0,juli 2020 first time sweet georgia peach ever white castl burger . similar kyrstal 's ga. yet better . worker nice patient n't eat krystal 's often n't sure order . opt 10 mayb 12 small burger . ate four five everyth made place order . delici .,,,,,,,,,,,,0.0054557757791007955,0.1300822573423661,0.005388129583115065,0.7497332858103315,0.10934055148508653
16,3,2,11,12,10,"White Castle = Over-Hyped

I know better too since this isn't my first time to have White Castle. About 10 years ago when I was in Ohio, I was told that they had the best sliders.  I tried it and was extremely disappointed. Fast forward to now and I got the same experience.  Service is great, but the sliders are just junk.  First of all, very little meat. Second, no taste except the overpowering pickle.  Third, soggy like it was cooked in the microwave. Lastly, really not fresh.

Over in the West Coast, people talk about how they miss White Castle. I'm still trying to figure out what they miss. If it's the great service, then I get it. If it's the price, yes it's cheap.  I'm just confused. White Castle's sliders are missing a lot, including taste.

PS:  At least these are cheap, only $.69 a slider.

Original Slider:  http://www.yelp.com/biz_photos/white-castle-grove-city?userid=y3FcL4bLy0eLlkb0SDPnBQ#z7FRjUDJyiFBw6A_NOc72w",White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2013.0,"white castl = over-hyp know better sinc n't first time white castl . 10 year ago ohio , told best slider . tri extrem disappoint . fast forward got experi . servic great , slider junk . first , littl meat . second , tast except overpow pickl . third , soggi like cook microwav . lastli , realli fresh . west coast , peopl talk miss white castl . 'm still tri figur miss . 's great servic , get . 's price , ye 's cheap . 'm confus . white castl 's slider miss lot , includ tast . ps : least cheap , $ .69 slider . origin slider : http : //www.yelp.com/biz_photos/white-castle-grove-c ? userid=y3fcl4bly0ellkb0sdpnbq # z7frjudjyifbw6a_noc72w",,,,,,,,,,,,0.11525210295736686,0.2730216458256763,0.002371593153519116,0.5525823132857561,0.05677234477768148
17,4,5,1,0,0,Aghhh White Castle is like the in and out on east coast to me. This location is one of the best I've ever been to. The staff here where so friendly and so nice and the location was so clean. You think fast food you think meh it's ok and yeah fast food is not for everyone and I'm one of those people who don't eat it that much. But when I see a White Castle I'm normally down to stop regardless of how full I am. There's sadly not a White Castle close to me but if I would make a road trip to go to one it with out a doubt be this one being of just how wonderful the experience was overall. The food was hot and neat and tasteful. And you can't beat the prices by a long shot for how much food you get. This definitely should be on everyone's list of places that are a must visit.,White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2019.0,aghhh white castl like east coast . locat one best 've ever . staff friendli nice locat clean . think fast food think meh 's ok yeah fast food everyon 'm one peopl n't eat much . see white castl 'm normal stop regardless full . 's sadli white castl close would make road trip go one doubt one wonder experi overal . food hot neat tast . ca n't beat price long shot much food get . definit everyon 's list place must visit .,,,,,,,,,,,,0.002879436696830035,0.219017989142495,0.6498927044341952,0.1253355665426408,0.002874303183838867
18,5,5,0,0,0,I love some sliders after work. They're  fast and delicious!  This white castles  is right off the freeway so it's very convenient on my way home. Drive thru is efficient too!,White Castle,Grove City,OH,43123,39.879124,-83.04617,19,1,"Burgers, American (New), Fast Food, Restaurants, Food",u'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'none','no',False,1.0,True,True,u'average',True,False,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,2019.0,love slider work . 're fast delici ! white castl right freeway 's conveni way home . drive thru effici !,,,,,,,,,,,,0.1502903387924501,0.2958409124372357,0.012132815627967789,0.2660712733251212,0.2756646598172251
19,0,5,0,0,0,"Had a lovely Valentine's Day dinner with my boyfriend at this White Castle. I believe the man that was helping us was named Tyler, he treated us so nicely and checked in with us often. He went out of his way to make sure we had a nice time, and made our experience a positive one! Thank you!!!",White Castle,Columbus,OH,43222,39.9569366,-83.041277,5,0,"Restaurants, Burgers, Fast Food",'casual',,,,,1.0,True,True,,True,False,,,False,False,,False,2018.0,"love valentin 's day dinner boyfriend white castl . believ man help us name tyler , treat us nice check us often . went way make sure nice time , made experi posit one ! thank ! ! !",,,,,,,,,,,,0.494640627200868,0.29409585475074784,0.0066797662651810405,0.19802338955639004,0.006560362226813039
20,1,5,0,0,0,"This has been so good tonight. Lost my friends dog and first thing I did to recoup was white kastle. Fish, chicken and ham all good as the next. Wouldn't trade it for nuthin'. Coming back next wiik and bringing my old lady. Great atmosphere too. Thanks for being so hospital. 10/10",White Castle,Columbus,OH,43222,39.9569366,-83.041277,5,0,"Restaurants, Burgers, Fast Food",'casual',,,,,1.0,True,True,,True,False,,,False,False,,False,2017.0,"good tonight . lost friend dog first thing recoup white kastl . fish , chicken ham good next . would n't trade nuthin ' . come back next wiik bring old ladi . great atmospher . thank hospit . 10/10",,,,,,,,,,,,0.4322048990683996,0.16156819280433515,0.006877978023202368,0.3922897418426832,0.007059188261379552
21,2,2,21,20,15,"On December 30, 2014, something monumental happened in the world of food.  Yeah, you guessed it - White Castle rolled out their Veggie Burger and Mike ""Irish Green"" G. was there to try their three newest sandwiches.

For 99 cents you get a Dr. Praeger brand veggie burger with your choice of honey mustard, ranch, or sweet Thai sauce.  It's vegetarian but not vegan - the patty is, the bun isn't according to the White Castle employee I spoke to.  The burger itself is made from lots of vegetables like carrots, spinach, zucchini, peas, and broccoli.  I tried one of each.

My take on these new burgers?

* The Sweet Thai was really pretty gross, two bites and into the trash with that one.

* The Ranch version was better, slightly better.  I ate half - the rest went into the trash.

* The Honey Mustard one was decent and the only slider that I finished.

So what's the problem here?

* The patty themselves have little flavor.

* They need some more flavorful sauces like A1, Teriyaki, Spicy Mustard, or a BBQ sauce.  Hell maybe even some Franks Red Hot would perk these things up.

* The weren't steamed on a bed of onions like their signature burgers to give them that wonderful White Castle taste we love at 2:27 am.

* The veggie burgers don't get a pickle and I like the pickle.

So all in all, they aren't that good but if they used a smaller, thinner patty, steamed them with onion and added a pickle...I'd be all over that in a heartbeat.

On a positive note:  The Onion Chips were as awesome as ever.",White Castle,Columbus,OH,43222,39.9569366,-83.041277,5,0,"Restaurants, Burgers, Fast Food",'casual',,,,,1.0,True,True,,True,False,,,False,False,,False,2015.0,"decemb 30 , 2014 , someth monument happen world food . yeah , guess - white castl roll veggi burger mike `` irish green '' g. tri three newest sandwich . 99 cent get dr. praeger brand veggi burger choic honey mustard , ranch , sweet thai sauc . 's vegetarian vegan - patti , bun n't accord white castl employe spoke . burger made lot veget like carrot , spinach , zucchini , pea , broccoli . tri one . take new burger ? * sweet thai realli pretti gross , two bite trash one . * ranch version better , slightli better . ate half - rest went trash . * honey mustard one decent slider finish . 's problem ? * patti littl flavor . * need flavor sauc like a1 , teriyaki , spici mustard , bbq sauc . hell mayb even frank red hot would perk thing . * n't steam bed onion like signatur burger give wonder white castl tast love 2:27 . * veggi burger n't get pickl like pickl . , n't good use smaller , thinner patti , steam onion ad pickl ... 'd heartbeat . posit note : onion chip awesom ever .",,,,,,,,,,,,0.11299585898081753,0.10143319601763119,0.003916436095135512,0.7802227091550824,0.0014317997513334552
22,0,1,1,1,2,"If u want bad service, reheated food, and black on white racism, this is the place.
The castle is horribly dirty as one can see from the counter. You can see the old food and condiment containers kicked under the machine.
Not a smile, had to ask for the rest of my order to which I was ignored by the two black women, and one black guy. Finally a white women came into the cashier area, smiled and asked what I needed.
Getting ketchup turned into a battle on a not so busy day. 
They get one star for the dirty soda machine actually having the mixture correct.
Bathroom had shit, literally shit, all over the top and sides of the toilet.",White Castle,Columbus,OH,43222,39.9569366,-83.041277,5,0,"Restaurants, Burgers, Fast Food",'casual',,,,,1.0,True,True,,True,False,,,False,False,,False,2016.0,"u want bad servic , reheat food , black white racism , place . castl horribl dirti one see counter . see old food condiment contain kick machin . smile , ask rest order ignor two black women , one black guy . final white women came cashier area , smile ask need . get ketchup turn battl busi day . get one star dirti soda machin actual mixtur correct . bathroom shit , liter shit , top side toilet .",,,,,,,,,,,,0.6056959206576001,0.0031422465818879497,0.0031576429785929692,0.25631824693668565,0.13168594284523344
23,0,5,1,0,1,Went there to buy sack of sliders to make stuffing! No one in front of  me in the Drive thru and got my  in ample time. These folks are good and pleasant! It's my favorite Whitecastle!,White Castle,Columbus,OH,43227,39.9546256,-82.8765342,11,1,"Fast Food, Restaurants, Burgers",'casual',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'none','free',False,1.0,True,True,'average',True,False,False,False,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,2016.0,went buy sack slider make stuf ! one front drive thru got ampl time . folk good pleasant ! 's favorit whitecastl !,,,,,,,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,0.5103704152969144,0.01130341960466011,0.1412539382337282,0.32562513093007256,0.011447095934624731
