,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,BusinessAcceptsCreditCards,GoodForKids,RestaurantsTakeOut,Caters,RestaurantsReservations,RestaurantsPriceRange2,NoiseLevel,RestaurantsAttire,OutdoorSeating,BikeParking,Ambience,RestaurantsDelivery,RestaurantsGoodForGroups,Alcohol,BusinessParking,GoodForMeal,DriveThru,HasTV,WiFi,year,preparedText,BYOBCorkage,Corkage,RestaurantsTableService,DogsAllowed,Topic0,Topic1,Topic2,Topic3,Topic4
10,10,1,0,1,0,Worst panda ever. Lady during the night time acts stupid. She is rude and serves less portions of meat that it should officially be. Also another guy named Alejandro behaves like a weirdo by laughing himself by criticizing people. He laughs making fun of customers,Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2018,worst panda ever . ladi night time act stupid . rude serv less portion meat offici . also anoth guy name alejandro behav like weirdo laugh critic peopl . laugh make fun custom,,,,,0.646227096016063,0.006818476675933622,0.1139833833778083,0.13183514081847972,0.10113590311171547
11,11,1,0,0,1,"Me & a gal pal ate here & it was fine, however the to-go order for my boyfriend (the walnut shrimp) had a long black hair tossed in it ):  yuck.",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2018,"& gal pal ate & fine , howev to-go order boyfriend ( walnut shrimp ) long black hair toss ) : yuck .",,,,,0.1963175788369975,0.011969786986960345,0.01205702043361439,0.7677858425921523,0.01186977115027533
12,12,1,1,0,0,really bad customer service... very poorly managed.  server/cashier is very snappy... she was like that with me and other customers,Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2014,realli bad custom servic ... poorli manag . server/cashi snappi ... like custom,,,,,0.932301004723703,0.01679486575651414,0.01700145633854251,0.017057649719538635,0.01684502346170168
13,13,4,0,0,0,"Regarding the negative reviews below, you guys are crazy expecting five star service at a fast food place lol.

Now to my review:

I enjoy coming to this Panda Express because they prep their meals relatively quickly and if they need to make some extra food to complete the order they do it pretty quickly. However the reason I am giving 4 out of 5 is because the chicken Panda Express uses is just cheap, it's like they get the left overs from somewhere with the fat and just dump them into their bowls. Please increase the quality of your chicken and I will eat here more often!",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2014,"regard neg review , guy crazi expect five star servic fast food place lol . review : enjoy come panda express prep meal rel quickli need make extra food complet order pretti quickli . howev reason give 4 5 chicken panda express use cheap , 's like get left over somewher fat dump bowl . pleas increas qualiti chicken eat often !",,,,,0.4314582465607901,0.003833386632536903,0.0039003663542570965,0.4237985166403227,0.13700948381209319
14,14,1,0,0,0,Was very hungry and in the area so stopped here. Manager by the name of joe shot me and my family the dirtiest look imaginable as we walked in the door and once we ordered and got to the register he tells us that we cant pay for 4 plates with two different cards. Even tho at two other panda express locations have allowed us to do that before. Very disappointed in this location and how rude the manager was.,Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2018,hungri area stop . manag name joe shot famili dirtiest look imagin walk door order got regist tell us cant pay 4 plate two differ card . even tho two panda express locat allow us . disappoint locat rude manag .,,,,,0.6872630629320671,0.005492123401047754,0.23582892221348736,0.005640714102492961,0.06577517735090475
15,15,3,0,0,0,"I usually go to this drive-thru less PanEx just because of it's proximity to my house and usually as a lunch quickie/post grocery shopping exhaustion nom.

I have never had service issues here, usually the gals behind the counter are quick and courteous and I am in and out in literally under 5mins. I almost prefer that it doesn't have a drive-thru because I have never had an incorrect order here, even when I use the app to pre-order my food for pickup.

Though, on my most recent visit, I went right before closing and was not even greeted. I stood there waiting for them to take my order, but the staff were too busy joking around w/each other to acknowledge my existence. I also saw the scraggly remains of the chow mein and the heat-lamp stale orange chicken and decided to save myself from General Tso's revenge to try my luck another day. I am hoping the sub-par service was a one-off and not a trend.

So word to the wise...never go 20mins or less before close and expect fresh or even quasi-edible food.",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2014,"usual go drive-thru less panex 's proxim hous usual lunch quickie/post groceri shop exhaust nom . never servic issu , usual gal behind counter quick courteou liter 5min . almost prefer n't drive-thru never incorrect order , even use app pre-ord food pickup . though , recent visit , went right close even greet . stood wait take order , staff busi joke around w/each acknowledg exist . also saw scraggli remain chow mein heat-lamp stale orang chicken decid save gener tso 's reveng tri luck anoth day . hope sub-par servic one-off trend . word wise ... never go 20min less close expect fresh even quasi-ed food .",,,,,0.605481530289938,0.0020220228968601066,0.0020417868303682423,0.2530056190895976,0.13744904089323598
16,16,1,0,0,0,This place is terrible.  I have no idea what I was thinking going here but I won't be going back.  The meat quality is absolutely terrible and it is not even as cheap as it should be.,Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2011,place terribl . idea think go wo n't go back . meat qualiti absolut terribl even cheap .,,,,,0.40404346329378676,0.01357792400320016,0.3327440249241678,0.23611865144826014,0.013515936330585098
17,17,1,0,0,1,"I was extremely frustrated after stopping here. The rice was cold, tasteless, and mushy. The pepper chicken was bland and chewy, as well as the teriyaki chicken. The entire restaurant was disorganized and it took way too long to place my order. This is by far the worst location and I will not be returning.",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2016,"extrem frustrat stop . rice cold , tasteless , mushi . pepper chicken bland chewi , well teriyaki chicken . entir restaur disorgan took way long place order . far worst locat return .",,,,,0.2749270448548375,0.007499276988442095,0.007577496050109762,0.702517670714363,0.007478511392247598
18,18,1,1,0,0,By far the worst Panda Express I have ever been to. Too salty or too sweet for me to finish the plate. I will not come back here.,Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2013,far worst panda express ever . salti sweet finish plate . come back .,,,,,0.25141281270587046,0.01694802621527562,0.016896299259110143,0.5518451641783283,0.1628976976414154
19,19,1,1,0,0,"Waited  in line , got two panda bowls, only had enough fried rice for one bowl so had to wait for it to be made while the cashier made the other bowl. Different cashier at register rung our order up wrong & needed help, Hispanic manager ignored her  & talking on the phone, so we just stood there waiting for the manager's phone call to be over, meanwhile my food is just sitting there getting cold. They finally make fried rice for my husband's order and give it to him in a to go bag,  it was really crappy. the steamed veggies were not cooked all the way through, cold in the middle, and after making us wait that whole time you would think they would at least give us a free drink or eggroll or something. crappy service, usually have good experiences here unless its within an hour 1/2 of closing. won't be coming here again.",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2015,"wait line , got two panda bowl , enough fri rice one bowl wait made cashier made bowl . differ cashier regist rung order wrong & need help , hispan manag ignor & talk phone , stood wait manag 's phone call , meanwhil food sit get cold . final make fri rice husband 's order give go bag , realli crappi . steam veggi cook way , cold middl , make us wait whole time would think would least give us free drink eggrol someth . crappi servic , usual good experi unless within hour 1/2 close . wo n't come .",,,,,0.660520406934744,0.0024364181128623736,0.002467143405485213,0.31026143833992703,0.02431459320698129
20,20,4,0,0,0,"I always get good and fast service here! The food is always ready and hot, even at peak times like lunch and early diner. The staff is nice and friendly too, definitely one of the best Pandas in all of Austin!",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2018,"alway get good fast servic ! food alway readi hot , even peak time like lunch earli diner . staff nice friendli , definit one best panda austin !",,,,,0.008188149951993868,0.008127734356890128,0.9191073996289069,0.008184918932962524,0.05639179712924666
21,21,3,0,0,0,"There wasn't much out for a selection at 2pm.  I was disappointed with that.  I noticed a lot of the dishes were just veggies without the meat.  I wound up having something I didn't want because what I wanted wasn't available.  Also they only had one girl working the front and there was a large line.  It was ok for a quick stop, but probably not again, atleast not this location.",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2015,"n't much select 2pm . disappoint . notic lot dish veggi without meat . wound someth n't want want n't avail . also one girl work front larg line . ok quick stop , probabl , atleast locat .",,,,,0.26707095425252275,0.006985788085103846,0.4437007655899351,0.2752475340237419,0.00699495804869632
22,22,2,0,0,0,"Ordered food to go from this panda express and was very disappointed. Not only did they get my entrée wrong, but they didn't include chopsticks or fortune cookies either. The chicken was very mushy and I don't know if it was all breading or if there was very much real meat at all. The fortune cookies are a tradition for me and I was disappointed when I got home to find out there weren't any in the bag, so I went back the next day to get some and they treated me rudely",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2018,"order food go panda express disappoint . get entré wrong , n't includ chopstick fortun cooki either . chicken mushi n't know bread much real meat . fortun cooki tradit disappoint got home find n't bag , went back next day get treat rude",,,,,0.24879249913548568,0.005505503843426698,0.005504415628714227,0.6256765452294911,0.1145210361628823
23,23,1,0,0,1,"This has to be the worst Panda Express I've ever gone to. I enjoy Panda Express at least ever other week & this location has to be worst one I've gone to even this had to be one of the only one that has no drive-thru. Not having a drive-thru, this gives you an opportunity to greet ever paying customer with a smile. Well, it felt like a typical a$$hole coming in right before they close & they really didn't care about any genuine customer service when I really wanted to purchase serval items but nothing seem to look inviting. 

Customer service really sucked when I was the only person in the line & I only wanted fresh chicken cooked & I was denied that request. In conclusion, I would NOT recommend this Panda Express for representation of a great company.",Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2016,"worst panda express 've ever gone . enjoy panda express least ever week & locat worst one 've gone even one one drive-thru . drive-thru , give opportun greet ever pay custom smile . well , felt like typic $ $ hole come right close & realli n't care genuin custom servic realli want purchas serval item noth seem look invit . custom servic realli suck person line & want fresh chicken cook & deni request . conclus , would recommend panda express represent great compani .",,,,,0.7617252434581081,0.0027957378995840955,0.002797453287720363,0.12772757725645437,0.10495398809813306
24,24,3,0,0,0,Ok service. Good food. Clean facilities. Nothing really spectacular about this place. Staff could've been more friendly and welcoming. Bathroom was clean and stocked.,Panda Express,Austin,TX,78727,30.4183815514,-97.7019745078,56,1,"Food, Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,True,u'no',2018,ok servic . good food . clean facil . noth realli spectacular place . staff could 've friendli welcom . bathroom clean stock .,,,,,0.010778644911979862,0.010683880592446914,0.9568856317287157,0.01070564857221746,0.010946194194640031
