,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,OutdoorSeating,RestaurantsDelivery,RestaurantsPriceRange2,BikeParking,BusinessParking,NoiseLevel,RestaurantsGoodForGroups,RestaurantsTakeOut,Alcohol,HasTV,WiFi,GoodForKids,RestaurantsReservations,Caters,RestaurantsAttire,year,preparedText,BusinessAcceptsCreditCards,Ambience,DriveThru,GoodForMeal,RestaurantsTableService,Topic0,Topic1,Topic2,Topic3,Topic4
23,5,2,3,4,3,"It's really funny, the older you get the more you change personal habits.  For me, it's 'fast food'.  I eat it literally 3-5 times a year at most and when I do, it's when I'm craving liquid cheese nachos.  The good people at Subway like to mail out coupons seemingly every month for 'deals'.  I decided one day to take them up on the offer and get a veggie patty (burger) sub.  This location is probablyo 5 blocks from my place and decided to hit it up.  I should also preface that I worked for Subway waaaaaaaaaaay back in 1996 or so.  Things have definitely changed since then but man, it seems like every time I eat at one it's just worse and worse.  The crew here appeared to be doing a deep clean when i got here and the person making my sandwich was seemingly new.  My bread was all smooshed down and not fluffy the way it used to be/supposed to be.  I'm not sure they heated my sandwich enough as it was still kind of cold when I got home.  The 'fresh' bagged lettuce was older and gross.  The southwest chipolte sauce was not even spicy.  Oh yeah, and the coupon I was going to use was going to save me a whopping $.25!  Yeah.  Why did I eat here again?  Bleh.",Subway,Austin,TX,78705,30.2916524,-97.7345304,16,0,"Sandwiches, Restaurants, Fast Food",True,False,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'average',True,True,u'none',False,u'no',True,False,False,u'casual',2013,"'s realli funni , older get chang person habit . , 's 'fast food ' . eat liter 3-5 time year , 's 'm crave liquid chees nacho . good peopl subway like mail coupon seemingli everi month 'deal ' . decid one day take offer get veggi patti ( burger ) sub . locat probablyo 5 block place decid hit . also prefac work subway waaaaaaaaaaay back 1996 . thing definit chang sinc man , seem like everi time eat one 's wors wors . crew appear deep clean got person make sandwich seemingli new . bread smoosh fluffi way use be/suppos . 'm sure heat sandwich enough still kind cold got home . 'fresh ' bag lettuc older gross . southwest chipolt sauc even spici . oh yeah , coupon go use go save whop $ .25 ! yeah . eat ? bleh .",True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,0.20775187016014832,0.02140145171829462,0.1567837165264397,0.6035434733631877,0.010519488231929632
24,6,4,0,1,0,"Great place! Everything's fresh, tasty. Hope it stays open late till 11pm!",Subway,Austin,TX,78705,30.2916524,-97.7345304,16,0,"Sandwiches, Restaurants, Fast Food",True,False,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'average',True,True,u'none',False,u'no',True,False,False,u'casual',2009,"great place ! everyth 's fresh , tasti . hope stay open late till 11pm !",True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,0.18490889225307325,0.018658744727262318,0.017050450197952306,0.7626534916897121,0.016728421132000102
25,7,1,1,3,0,"Consistently understaffed leading to long wait times. Heard an employee today say that ""we would be shut down tomorrow if the inspectors walked through the door right now"". Doesn't exactly make me feel great about the food I'm eating, does it?",Subway,Austin,TX,78705,30.2916524,-97.7345304,16,0,"Sandwiches, Restaurants, Fast Food",True,False,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'average',True,True,u'none',False,u'no',True,False,False,u'casual',2013,"consist understaf lead long wait time . heard employe today say `` would shut tomorrow inspector walk door right '' . n't exactli make feel great food 'm eat , ?",True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,0.5710961213533446,0.008345197421549315,0.1551112323726653,0.2571054391931311,0.008342009659309703
26,8,2,0,2,0,"We have a nickname for this Subway's in the ETC, ""depress-wich.""  Now, don't get me wrong. This Subway's is perfectly well and good in its own right, but is it ever saturated with downer-looking students.  They probably eat here five times a week...

I admit that I eat here probably once a week, so don't let the sad faces drive you away!  The food here is Jared approved!",Subway,Austin,TX,78705,30.2916524,-97.7345304,16,0,"Sandwiches, Restaurants, Fast Food",True,False,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'average',True,True,u'none',False,u'no',True,False,False,u'casual',2010,"nicknam subway 's etc , `` depress-wich . '' , n't get wrong . subway 's perfectli well good right , ever satur downer-look student . probabl eat five time week ... admit eat probabl week , n't let sad face drive away ! food jare approv !",True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,0.27002832137972305,0.034829309275314545,0.04631289877128065,0.643073094419902,0.00575637615377979
27,9,3,0,0,0,"I truly believe you can never go wrong with Subway for sandwiches. However, on my second trip to this location, I've realized one thing: the service is slow. The first visit, I gave in and assumed it was just because it was a game day. The second visit, I realized, they just don't have enough sandwich makers. There was about 20 people that came in while I was there and only one sandwich person handling the station. She was remarkably fast but still, just one person. It took awhile to get my order in; then had to wait for two other people to get theirs in. It was just too SLOW. I think they need to up their staff.",Subway,Austin,TX,78705,30.2916524,-97.7345304,16,0,"Sandwiches, Restaurants, Fast Food",True,False,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'average',True,True,u'none',False,u'no',True,False,False,u'casual',2010,"truli believ never go wrong subway sandwich . howev , second trip locat , 've realiz one thing : servic slow . first visit , gave assum game day . second visit , realiz , n't enough sandwich maker . 20 peopl came one sandwich person handl station . remark fast still , one person . took awhil get order ; wait two peopl get . slow . think need staff .",True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,0.4378805447184061,0.0037364197901653268,0.003740322153386263,0.5510020783248248,0.0036406350132175734
28,10,3,0,0,0,"Compared to the other subways I've been to, this one is relatively small. While waiting in line the first time I came here, the A/C was dripping water right onto my head. But subway is subway. There really isn't too much difference. I do agree that the people who work here looks pretty bored though. Also, the person making my sandwich definitely looked sick.

But Subway has the quality at the right price point. This location is also great for UT student looking for a quick bite as it's only 5 min walk from Dean Keaton/Speedway. This is going to be my go-to place for lunch if I'm in a hurry.",Subway,Austin,TX,78705,30.2916524,-97.7345304,16,0,"Sandwiches, Restaurants, Fast Food",True,False,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'average',True,True,u'none',False,u'no',True,False,False,u'casual',2012,"compar subway 've , one rel small . wait line first time came , a/c drip water right onto head . subway subway . realli n't much differ . agre peopl work look pretti bore though . also , person make sandwich definit look sick . subway qualiti right price point . locat also great ut student look quick bite 's 5 min walk dean keaton/speedway . go go-to place lunch 'm hurri .",True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,0.003556535628316988,0.0037078591443182353,0.19012984633688437,0.7991544074983338,0.003451351392146677
29,11,1,0,0,0,"I typically love subway. Today however, was just not the case. Can you say health food code violations?? Unsanitary most def. I am extremely disappointed with this location. The girl making our sandwich was slightly friendly, but not someone to gleam about. The expo line was disgusting. The cheeses were all mixed in with another, spinach was in the avocado spread, flies were sitting on the dressings, and the BBQ was sitting in a disquieting sop of goo juices. The employee burnt my bread and my boyfriends. When I asked for pepper jack cheese, she pulled out one  piece and the said they were out.. All she had to do was go in the back and get more but no... That was asking too much I guess.  The manager came in half way during the sandwich making process and handed her his cell phone. She walked off talking. Finally a minute later the manger began finishing our sandwiches.The girl employee came back with the SAME gloves that she previously had on touching the cell phone and touching her face, then continued making another persons food. Gross. Needless to say I was so disgusted that I didn't even eat my sandwich. I suppose I should stick with thunder cloud subs. One thing I know for sure is that I will not be returning to this location or recommending it to anyone else.",Subway,Austin,TX,78705,30.2916524,-97.7345304,16,0,"Sandwiches, Restaurants, Fast Food",True,False,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'average',True,True,u'none',False,u'no',True,False,False,u'casual',2013,"typic love subway . today howev , case . say health food code violat ? ? unsanitari def . extrem disappoint locat . girl make sandwich slightli friendli , someon gleam . expo line disgust . chees mix anoth , spinach avocado spread , fli sit dress , bbq sit disquiet sop goo juic . employe burnt bread boyfriend . ask pepper jack chees , pull one piec said .. go back get ... ask much guess . manag came half way sandwich make process hand cell phone . walk talk . final minut later manger began finish sandwiches.th girl employe came back glove previous touch cell phone touch face , continu make anoth person food . gross . needless say disgust n't even eat sandwich . suppos stick thunder cloud sub . one thing know sure return locat recommend anyon els .",True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,0.3721149742223271,0.001762380101657853,0.11534993109768006,0.5018204356412522,0.008952278937082715
30,0,3,0,0,1,"I admit sometimes in my travels, I forget why or who I was with at the time.  I do remember lunch here.  It was good.  It was clean.  It was a decent Subway.",Subway,Orlando,FL,32821,28.387088,-81.492474,6,0,"Sandwiches, Fast Food, Restaurants",,False,1,,,,True,True,u'none',,,,False,,u'casual',2013,"admit sometim travel , forget time . rememb lunch . good . clean . decent subway .",True,,,,,0.01715677388169724,0.016913045560285153,0.016932117265216907,0.9322591509956364,0.016738912297164298
31,1,4,14,6,19,"Met my friend here for a quick lunch, nice, clean and fast.  Location is super convenient, right by the Premium Outlets. Plenty of parking.",Subway,Orlando,FL,32821,28.387088,-81.492474,6,0,"Sandwiches, Fast Food, Restaurants",,False,1,,,,True,True,u'none',,,,False,,u'casual',2018,"met friend quick lunch , nice , clean fast . locat super conveni , right premium outlet . plenti park .",True,,,,,0.012984492379090802,0.20199313660047355,0.01277286824359011,0.7594316297842865,0.012817872992559081
32,0,4,0,0,0,"Love this location.  Fast and friendly service, yummy food & nice outdoor seating.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2011,"love locat . fast friendli servic , yummi food & nice outdoor seat .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.0183854493110461,0.018348744579801395,0.018402099261633543,0.9266658616582858,0.01819784518923307
33,1,4,0,0,0,"This is one of the nicer Subways. 

What I like about subway is you can choose everything you want in your sub. I like to make mine as healthy has I can. One of their wheat breads. I choose the leaner meats, and use the more nutritious veges, like spinach, red onions, olives, tomatoes and cucumbers. I try not to add on the thick sugary and fatty dressings, and opt for mustard, or oil and vinegar with some oregano. 

Their bread is freshly baked and cookies too (sometimes I'll get a 3 pack of the latter). 

Usually the service is good, but you'll get a random person, so I suppose it depends. 

There is good seating inside, with customer accessible drinks, so you can get free refills yourself. And they have a couple of nice tables outsides. You can also just take you sub down to the lake, a couple short streets away, and eat it there too.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2013,"one nicer subway . like subway choos everyth want sub . like make mine healthi . one wheat bread . choos leaner meat , use nutriti vege , like spinach , red onion , oliv , tomato cucumb . tri add thick sugari fatti dress , opt mustard , oil vinegar oregano . bread freshli bake cooki ( sometim 'll get 3 pack latter ) . usual servic good , 'll get random person , suppos depend . good seat insid , custom access drink , get free refil . coupl nice tabl outsid . also take sub lake , coupl short street away , eat .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.002522939505984204,0.0214883948177778,0.0025157988621899424,0.9423641946597356,0.031108672154312293
34,2,1,0,0,0,"Gross, unclean, depressed staff. Ok we get it, you hate your life and job at Subway. The multiple face piercings, melting ear lobes (cool gauge brah), and prison tattoos (all required to work there) are laughable and equally cringe. We know it's not your dream job. But it's your job, embarrassing sure but you're getting paid. Quit projecting your failed life sorrow at the customers.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2019,"gross , unclean , depress staff . ok get , hate life job subway . multipl face pierc , melt ear lobe ( cool gaug brah ) , prison tattoo ( requir work ) laughabl equal cring . know 's dream job . 's job , embarrass sure 're get paid . quit project fail life sorrow custom .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.3505549240232539,0.05884566070768066,0.5116938580090374,0.07374908352278262,0.005156473737245277
35,3,5,1,0,0,"Very good service at this location.  Ordered several platters for an event with one of the managers.  Clean, neat, food looked fresh and service was spot on good, very pleasant.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2017,"good servic locat . order sever platter event one manag . clean , neat , food look fresh servic spot good , pleasant .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.010832774693575657,0.01062437911659381,0.010953018538346921,0.9569578177809267,0.010632009870557017
36,4,1,0,0,0,The lady who works there (Bonnie) tried to sell my friends drugs and cigarettes while on shift and when we said no she told her manager in front of us 15-16 year olds might I add that we allegedly had sex in the bathroom which is a conplete lie completely uncalled for and I am disgusted by the fact any woman would say that about children when we are trying to buy food from their establishment.,Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2017,ladi work ( bonni ) tri sell friend drug cigarett shift said told manag front us 15-16 year old might add allegedli sex bathroom conplet lie complet uncal disgust fact woman would say children tri buy food establish .,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.5433412917242859,0.005454331985126054,0.2242790461764762,0.22150102143824735,0.005424308675864431
37,5,1,1,0,0,"We just left this Subway. The service was horrible. The guy clearly hates his job. No love to the food he was making. Half of the ingredients that should go inside my husband's sub went tot he floor instead. The salad that I got was more like a side of salad. If this male employee continues to work here, this Subway will soon go out of business. Never coming back again.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2019,"left subway . servic horribl . guy clearli hate job . love food make . half ingredi go insid husband 's sub went tot floor instead . salad got like side salad . male employe continu work , subway soon go busi . never come back .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.3883044001094813,0.005388628061865432,0.0054332692164214096,0.5955950968373765,0.005278605774855413
38,6,2,0,0,0,"There's nothing wrong with this subway, however I'm giving it three stars because we always have to clean off our own tables if we want to eat here. The food is typical subway food, I've never used the bathrooms so I don't know what that's like, but nothing here is outrageously bad. If it wasn't 300 feet from my house, I don't know that I'd go out of my way to eat here but my kids and husband like it just fine. 

The workers' attitudes aren't bad but they definitely aren't smiley/happy/welcoming. But they're not rude or anything.

ETA: I reduced by one star bc apparently they've added a tipping ability which is ridiculous, you don't tip at subway!",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2019,"'s noth wrong subway , howev 'm give three star alway clean tabl want eat . food typic subway food , 've never use bathroom n't know 's like , noth outrag bad . n't 300 feet hous , n't know 'd go way eat kid husband like fine . worker ' attitud n't bad definit n't smiley/happy/welcom . 're rude anyth . eta : reduc one star bc appar 've ad tip abil ridicul , n't tip subway !",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.28594250746897404,0.0034357844123441587,0.1721825372777568,0.5350429704789086,0.003396200362016503
39,7,2,0,0,0,"Do yourself a favor and go somewhere else. . . !     Four of the last five times I have tried to eat here there has been some ""problem"" and I had to leave and go elsewhere. No joke! Big waste of time for just average eats! Once they were out of most kinds of bread (tough for a sandwich shop) and 3 times they were have cash register problems and could not accept orders, or only cash.... 

Generally, the employees are ok, but don't seem to really care if I stY or go. Plus, it usually takes a little while for someone to notice the customers and come out of the back room. Oh well.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2019,"favor go somewher els . . . ! four last five time tri eat `` problem '' leav go elsewher . joke ! big wast time averag eat ! kind bread ( tough sandwich shop ) 3 time cash regist problem could accept order , cash .... gener , employe ok , n't seem realli care sti go . plu , usual take littl someon notic custom come back room . oh well .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.26463625185823386,0.0037406074331637726,0.3070073996293713,0.402961798669724,0.021653942409506962
40,8,1,0,0,0,"One of the worst subways I've every been too tbh.
Last time I went in, all of the food looked old and gross. 
All of the ""fresh"" ingredients looked like it had been sitting there for at least a couple days, the avocado was especially sad, it looked like it was turning brown.

If that wasn't enough, the only employee I ever see in there has long ass fingernails (it's a male, so
This is extremely gross) 
 and sits outside and chain smokes cigarettes when nobody is inside. 

So gross, Publix has a deli and it's across the street, do yourself a favor and save yourself.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2020,"one worst subway 've everi tbh . last time went , food look old gross . `` fresh '' ingredi look like sit least coupl day , avocado especi sad , look like turn brown . n't enough , employe ever see long ass fingernail ( 's male , extrem gross ) sit outsid chain smoke cigarett nobodi insid . gross , publix deli 's across street , favor save .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.20744755379116267,0.02316791443170565,0.00390780997154292,0.7616922505709585,0.0037844712346302607
41,9,1,0,0,0,"I thought businesses had a closing time for a reason, but apparently they close up 20 minutes early just because the employees feel like it. I asked if he was allowed to close early and he replied ""well, no"". Disappointing.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2020,"thought busi close time reason , appar close 20 minut earli employe feel like . ask allow close earli repli `` well , '' . disappoint .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.9614928536285557,0.009542186813968442,0.009674176576653372,0.009759384859970032,0.009531398120852429
42,10,1,0,1,0,"No matter which employee is working there, it's laughable how little they'll put on the sandwich. I ask for green peppers - I get two slices. I ask for banana peppers - I get two peppers. Same with every choice. People in front of me and back of me in line all have to ask for more. Happens every time I go in and I live in Baldwin so I'm there occasionally. If this is a cost saving technique, find another alternative.",Subway,Orlando,FL,32814,28.5675196196,-81.3272900513,23,1,"Restaurants, Sandwiches, Fast Food",True,True,1,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'average',False,True,u'none',True,'no',True,False,True,u'casual',2020,"matter employe work , 's laughabl littl 'll put sandwich . ask green pepper - get two slice . ask banana pepper - get two pepper . everi choic . peopl front back line ask . happen everi time go live baldwin 'm occasion . cost save techniqu , find anoth altern .",True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,0.37041743345146627,0.004886429938352726,0.1990551752390992,0.4207600752285099,0.004880886142571806
43,0,2,2,0,0,"I've worked as a food server (and even as the assistant manager of a Subway) for most of my adult life so I generally try to avoid leaving bad Yelp reviews just because I personally know how bad they suck. That being said, my husband's and my experience tonight at the 164th location was definitely noteworthy. 

We pulled up to the drive-thru machine at about 8:15 tonight. I ordered a 6"" tuna on wheat with extra lettuce, onions, pickles, light mayo, vinegar, salt, pepper, and oregano. My husband ordered a 12"" chicken bacon ranch with spinach, bell pepper, banana pepper, jalapeños, chipotle, ranch, and the same seasonings as my sandwich. He accidentally selected diet soda rather than Dr Pepper and we figured he could ask to switch at the window.

When the sandwich artist (Jeanette) came to the back she went straight to the soda machine. The window was slightly cracked so my husband tried to get her attention before she poured the diet. I'm not sure how loud it is back there, so we assumed when she didn't respond that she just couldn't hear, even with the window open. She handed us our food and seemed less than interested in being there and it was at this point that my husband commented that she may have just ignored him when he tried to catch her attention.

It was when we got home that we noticed the real problems. My sandwich had maybe twelve strands of shredded lettuce in total, no seasonings, and definitely no vinegar aside from the few pickles it had. My husbands sandwich had maybe a 6"" worth of chicken on it and when he opened it the contents were rather sad. It was as if she'd shaken the vegetable containers to get the last bits out of the bottom before swapping in the backups from the reach-in.

Usually we don't have any issues with the other sandwich artists and like the convenience of the drive-thru, but we'll definitely be entering the lobby and watching our sandwiches be made from now on.",Subway,Vancouver,WA,98683,45.6128437955,-122.5045903794,22,1,"Restaurants, Fast Food, Sandwiches",False,True,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,True,u'none',True,,True,False,True,u'casual',2016,"'ve work food server ( even assist manag subway ) adult life gener tri avoid leav bad yelp review person know bad suck . said , husband 's experi tonight 164th locat definit noteworthi . pull drive-thru machin 8:15 tonight . order 6 '' tuna wheat extra lettuc , onion , pickl , light mayo , vinegar , salt , pepper , oregano . husband order 12 '' chicken bacon ranch spinach , bell pepper , banana pepper , jalapeño , chipotl , ranch , season sandwich . accident select diet soda rather dr pepper figur could ask switch window . sandwich artist ( jeanett ) came back went straight soda machin . window slightli crack husband tri get attent pour diet . 'm sure loud back , assum n't respond could n't hear , even window open . hand us food seem less interest point husband comment may ignor tri catch attent . got home notic real problem . sandwich mayb twelv strand shred lettuc total , season , definit vinegar asid pickl . husband sandwich mayb 6 '' worth chicken open content rather sad . 'd shaken veget contain get last bit bottom swap backup reach-in . usual n't issu sandwich artist like conveni drive-thru , 'll definit enter lobbi watch sandwich made .",True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,0.12730575241435665,0.0012077662387666795,0.16358380851951648,0.7066829933615324,0.0012196794658277626
44,1,5,0,0,0,"I come here everyday and every single person I've encountered has been extremely friendly and quick to help me out. No disrespect to the lady's review under mine, but seems like you over exaggerate there a bit. The place smells amazing as always and it's clean or else I would not come here. Let's not be keyboard warriors here and be realistic. I come every single day and almost every employee already knows my sandwich because I'm going to be competing for bodybuilding so they really take care of me. You can take my word for it or these other reviews, but I'm a restaurant enthusiast, I've worked in the food industry, I've worked in customer service also and this place nails all three. 10 stars if I could. Keep it up!",Subway,Vancouver,WA,98683,45.6128437955,-122.5045903794,22,1,"Restaurants, Fast Food, Sandwiches",False,True,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,True,u'none',True,,True,False,True,u'casual',2015,"come everyday everi singl person 've encount extrem friendli quick help . disrespect ladi 's review mine , seem like exagger bit . place smell amaz alway 's clean els would come . let 's keyboard warrior realist . come everi singl day almost everi employe alreadi know sandwich 'm go compet bodybuild realli take care . take word review , 'm restaur enthusiast , 've work food industri , 've work custom servic also place nail three . 10 star could . keep !",True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,0.44582561523186537,0.0029061461557353067,0.2665300951281817,0.28183244652382067,0.002905696960396971
45,2,1,0,0,0,"First, it took 5 minutes for them to get their credit card gadget working.Three different clerks were passing my sandwich back and forth between them. One of them dropped a wedge of cheddar cheese into the tuna container, and the other picked it up out of the tuna and put it on my turkey sandwich. Then they would NOT honor their 10% senior discount, a national Subway policy. When I asked why, I got major attitude.

Arrive hungry/left bummed out",Subway,Vancouver,WA,98683,45.6128437955,-122.5045903794,22,1,"Restaurants, Fast Food, Sandwiches",False,True,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,True,u'none',True,,True,False,True,u'casual',2016,"first , took 5 minut get credit card gadget working.thre differ clerk pass sandwich back forth . one drop wedg cheddar chees tuna contain , pick tuna put turkey sandwich . would honor 10 % senior discount , nation subway polici . ask , got major attitud . arriv hungry/left bum",True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,0.4330071562379708,0.004770038511098049,0.10572004250714469,0.4518458939513902,0.004656868792396285
46,3,1,0,0,0,"If i could do less than one star i would. This subway is by far the worst location in Vancouver. The only time I come to this one is when the one in 192nd is closed. It always looks like a tornado took a crap on the place. Its filthy and the veggies and meats are never covered. 
 
When I first walked in this girl with brown hair came out from the back wearing gloves and made my sandwich with those same gloves. I can only imagine what she was handling with them. I asked for tomatos and the ones she put on my sandwich were all mushy and missing the center part. I told her those were bad tomato's and asked for new ones and instead of throwing them away she took them off my sandwich and put them back for the next customer! The sandwiches were so messy and gross looking. Management reflects on how the employee works. Horrible!",Subway,Vancouver,WA,98683,45.6128437955,-122.5045903794,22,1,"Restaurants, Fast Food, Sandwiches",False,True,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,True,u'none',True,,True,False,True,u'casual',2015,could less one star would . subway far worst locat vancouv . time come one one 192nd close . alway look like tornado took crap place . filthi veggi meat never cover . first walk girl brown hair came back wear glove made sandwich glove . imagin handl . ask tomato one put sandwich mushi miss center part . told bad tomato 's ask new one instead throw away took sandwich put back next custom ! sandwich messi gross look . manag reflect employe work . horribl !,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,0.23679139781112393,0.0026496240910339787,0.2980822231948848,0.4598413126276754,0.0026354422752819214
47,4,5,0,0,0,"I love how nice and chipper the staff is at this location. I do like the food, but the experience is what keeps you coming back. Great experience and great customer service.",Subway,Vancouver,WA,98683,45.6128437955,-122.5045903794,22,1,"Restaurants, Fast Food, Sandwiches",False,True,1,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,True,u'none',True,,True,False,True,u'casual',2018,"love nice chipper staff locat . like food , experi keep come back . great experi great custom servic .",True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,0.18433226226441404,0.012583467674318496,0.012811935725860679,0.7777602033297737,0.012512131005632999
